锦城女神志丨刘桂宏：既是能工巧匠，又是专家学者,https://mp.weixin.qq.com/s/tD4LtInjky7-IenKb_5B_A,2021-09-13
诗与锦城的夜,https://mp.weixin.qq.com/s/SE8QJp-WD031tTP8_GUIyQ,2021-09-12
锦城课堂大于天 锦城课堂因你而精彩,http://www.scujcc.edu.cn/info/1076/5755.htm,2021-09-12
创新领先、前沿应用的锦城教育！,http://www.scujcc.edu.cn/info/1076/5756.htm,2021-09-12
选我所爱 爱我所选,http://www.scujcc.edu.cn/info/1076/5757.htm,2021-09-12
谁寄锦书“来” 犹似曾相“见”----记2021级文创专业新生见面会,https://mp.weixin.qq.com/s/qNInBNSbs1l2186VNSJ4RQ,2021-09-10
祝全体锦城教师节日快乐！,https://mp.weixin.qq.com/s/4kEKq2cpV-ft4uZGZ3kEWQ,2021-09-10
新生注意！2021下半年四六级开始提交并核对信息啦！,https://mp.weixin.qq.com/s/TsMKO-s5D_xReJ0xNfQSuA,2021-09-10
志愿锦城 温暖同行 ——我校2021迎新志愿服务工作圆满完成,http://www.scujcc.edu.cn/info/1076/5750.htm,2021-09-10
我校2021级新生入学教育扎实开展,http://www.scujcc.edu.cn/info/1076/5749.htm,2021-09-09
新生有话说 | 选择锦城，是最正确的决定,https://mp.weixin.qq.com/s/y8pTqpL0Y6ic8YUmK2Hxbg,2021-09-08
辅修 | 2021，辅修开始报名了！,https://mp.weixin.qq.com/s/tpfDGbLHtNgZnKW4pJGhRA,2021-09-08
新生有话说|我们的起点等同于站在巨人的肩上,https://mp.weixin.qq.com/s/K5HhiUL4I2Up5KB7W05mMw,2021-09-07
2021级新生第一次晚点名,https://mp.weixin.qq.com/s/TJGFy5Pcyw0YI8LLb34-oQ,2021-09-06
迈步新征程 铸就新辉煌 ——我校学生会主席团成员李瑶当选2021—2022年度成都市学生联合会执行主席,http://www.scujcc.edu.cn/info/1076/5724.htm,2021-09-06
新生季丨一见倾心 心向锦城,https://mp.weixin.qq.com/s/WuxtLSITTcE0u7c7CtATcw,2021-09-05
“孩子就交给你们了” “家长请您放心！”,https://mp.weixin.qq.com/s/rC8mupzkPiCFfHFg8sJY3A,2021-09-04
慎终如始抓好疫情防控 全力筑牢校园安全防线——我校保卫处积极开展秋季学期开学疫情防控工作,http://www.scujcc.edu.cn/info/1076/5717.htm,2021-09-04
迎新季|萌新必看！锦城2021新生攻略~,https://mp.weixin.qq.com/s/Qp5-TyjCcXSHTI8LEqIIXw,2021-09-02
祝贺！我校土木学院学子在国赛中取得好成绩！,https://mp.weixin.qq.com/s/QcYuxLU7A653mOz95G5zjg,2021-09-02
热烈祝贺我校钱梅教授、李芳芳教授荣获四川省首届“天府金话筒”终身成就奖！,https://mp.weixin.qq.com/s/WHx7nBrocuLRrHeKDsMYpw,2021-09-01
2w+锦城人的花式晚点名！,https://mp.weixin.qq.com/s/QL5FgqpoXulpZYOhY1JesA,2021-08-31
【优秀学生】怀谦卑之心，与时代同行,https://mp.weixin.qq.com/s/AY-hK77lnsLm1CmBS2NNHw,2021-08-30
关于2021年生源地信用助学贷款回执办理的通知,https://mp.weixin.qq.com/s/KAgY7XNql0eBp6s7QHNy-A,2021-08-30
重要|这个通识选修课可能会影响你的学位！,https://mp.weixin.qq.com/s/Falu5pCaRZprv1M72TUS1A,2021-08-30
锦城开学第一天,http://www.scujcc.edu.cn/info/1076/5701.htm,2021-08-30
坚守校园疫情防控第一线 筑起校园安全屏障,http://www.scujcc.edu.cn/info/1076/5700.htm,2021-08-30
高校毕业生们注意啦！这些补贴可以申请,https://mp.weixin.qq.com/s/aGv7tenPpQqlyLV_DGRNNw,2021-08-29
我校计算机学院开展深度学习研讨会,https://mp.weixin.qq.com/s/aX6_kzZ64ODR98ZbBMQs0A,2021-08-29
新学期、新开始！锦城，今天我们回家啦！,https://mp.weixin.qq.com/s/vciHU7lpOUflac-Z_eIL_Q,2021-08-28
【优秀学生】陈春梅：扶起被撞伤的老人，展示锦城人的善良和担当,https://mp.weixin.qq.com/s/gbbxHZMK3I6LAKDlqhE2TA,2021-08-28
我校图书馆开馆通知,https://mp.weixin.qq.com/s/MJ_T6KM6wWfzdDcpFi2YmA,2021-08-27
平安返校第一天！欢迎孩子们回家！,https://mp.weixin.qq.com/s/SOBiPgEA_Fd2ylOdBFrItg,2021-08-27
【优秀学生】吴祖恩：悬崖边，他的血肉之躯成为危急中的救生绳,https://mp.weixin.qq.com/s/LjU6DANhxHfCENyWytetsw,2021-08-26
大学期间这些证书值得考！实用考证指南送给你,https://mp.weixin.qq.com/s/AtQMoykv5C-a3-RPzuSPaQ,2021-08-26
【征集令】寻找2021年开学典礼新生代表发言人,https://mp.weixin.qq.com/s/7H37aL-fGzrJAhvZ7pvgTw,2021-08-25
过过过过过！四六级成绩来了！明日可查,https://mp.weixin.qq.com/s/aIZdPbBpceZK0E8IxrEnPQ,2021-08-25
速来围观 | 成都锦城学院2021级新生数据大揭秘,https://mp.weixin.qq.com/s/HPzKCb9rskO1X6N9yh3dVg,2021-08-24
【优秀学生】黄垲淋：少年负壮气 奋烈自有时,https://mp.weixin.qq.com/s/IO_IcBUUBMLhgJnU5Rc7Hg,2021-08-24
锦城2021级新生学号与班级查询上线啦！,https://mp.weixin.qq.com/s/n_uYY2LZqM-4WuEfJS8AZQ,2021-08-23
【优秀学生】吴奕含：踏出自己的第一步,https://mp.weixin.qq.com/s/G4Sc7yrXf7akt6If6LSIpw,2021-08-23
【优秀学生】雷佶坪 ：未来未来，我，创造现在,https://mp.weixin.qq.com/s/ob3FKFcyS06HwuazTRgN-A,2021-08-22
注意|新生健康上报须知及企业微信使用说明,https://mp.weixin.qq.com/s/Wy4uL_Wo8zMSl9xBGig2VA,2021-08-21
锦城校园婚纱照！太甜了！,https://mp.weixin.qq.com/s/pPaLYPQ_S22GX3njbuuZ8w,2021-08-20
谈中国高校组建学校军乐团的意义与困境,https://mp.weixin.qq.com/s/0CTI0uTjKV491tRY6xOCjA,2021-08-20
【优秀学生】杨峰：让改变发生，与优秀同行,https://mp.weixin.qq.com/s/tMYK8QLHAyJf0sLftUB96Q,2021-08-20
团学在线直播，200余名新生提前“入校”,https://mp.weixin.qq.com/s/OADTyPAYD9RlPhTrubly3Q,2021-08-19
关注 |我校2021年普通高校招生录取工作圆满结束！录取情况全部更新！,https://mp.weixin.qq.com/s/wwxYEGMT5t4S6vpb-xFjgA,2021-08-19
【优秀学生】张效源:坚持的人有收获,https://mp.weixin.qq.com/s/QusoR3MAN0PrJuhMkR0W_Q,2021-08-18
注意！防范电信网络诈骗告全体师生员工书,https://mp.weixin.qq.com/s/zOFroDXc9k3KKYElxyOKgg,2021-08-18
重磅|成都锦城学院秋季开学通知,https://mp.weixin.qq.com/s/tb1OF05lUkPHLgdPc5Z8aA,2021-08-18
【优秀学生】吴江：触类旁通 做未来设计师,https://mp.weixin.qq.com/s/3qMn-lFaFOP2kRSQWzAVKA,2021-08-17
